 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11863812;"Coro Sawabona";"";"1";"0";"";"";"2022-12-17 00:00:00.0";"2022-12-17 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3db4e8a4b7cc4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"DE LAS GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443950";"4469433";"40.3735856436473";"-3.6602546064905397";"/contenido/actividades/FiestasNavidadesReyes";"";
11863946;"Coro Tajamar";"";"1";"0";"";"";"2022-12-17 00:00:00.0";"2022-12-17 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=34d1c7fffccc4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b47613db5b71c010VgnVCM1000000b205a0aRCRD";"Parroquia San Alberto Magno";"3";"CALLE";"BENJAMIN PALENCIA";"9";"PUENTE DE VALLECAS";"PORTAZGO";"28038";"444782";"4471834";"40.395279953741095";"-3.6506510379823136";"/contenido/actividades/FiestasNavidadesReyes";"";
11863945;"Coro Tajamar";"";"1";"0";"";"";"2022-12-16 00:00:00.0";"2022-12-16 23:59:00.0";"19:45";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28b1c7fffccc4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd690713fb71c010VgnVCM1000000b205a0aRCRD";"Parroquia San Francisco de Asís";"3";"PLAZA";"CORPUS BARGA";"4";"PUENTE DE VALLECAS";"PALOMERAS BAJAS";"28053";"443825";"4471603";"40.39313538493907";"-3.66190070259511";"/contenido/actividades/FiestasNavidadesReyes";"";
11863944;"Coro Trovada";"";"1";"0";"";"";"2022-12-10 00:00:00.0";"2022-12-10 23:59:00.0";"19:45";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3361c7fffccc4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ccfef4d7f71c010VgnVCM1000000b205a0aRCRD";"Parroquia Nuestra Señora de la Peña y San Felipe Neri";"3";"CALLE";"PUERTO DE CANFRANC";"19";"PUENTE DE VALLECAS";"NUMANCIA";"28038";"443722";"4472086";"40.397479094982835";"-3.663174621176334";"/contenido/actividades/FiestasNavidadesReyes";"";
11866437;"Coro Villa de Vallecas. Programa de música gospel";"";"1";"0";"";"";"2022-12-17 00:00:00.0";"2022-12-17 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ef3d48ac22d4810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eee413db5b71c010VgnVCM1000000b205a0aRCRD";"Parroquia Nuestra Señora de las Angustias";"3";"CALLE";"RAFAEL DE RIEGO";"16";"ARGANZUELA";"PALOS DE MOGUER";"28045";"441373";"4473101";"40.404570222656";"-3.6922113517835298";"/contenido/actividades/FiestasNavidadesReyes";"";
11850838;"Coro y rondalla Las Rosas";"";"1";"0";"";"";"2022-12-16 00:00:00.0";"2022-12-16 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=767d54385a984810VgnVCM2000001f4a900aRCRD";"Coro y rondalla Las Rosas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=056a54385a984810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Buero Vallejo (San Blas - Canillejas)";"1";"CALLE";"BOLTA&amp;Ntilde;A";"27";"SAN BLAS-CANILLEJAS";"CANILLEJAS";"28022";"448023";"4477305";"40.44477474902185";"-3.6129105844633775";"/contenido/actividades/Musica";"";
11862266;"Cosas de casa - Micromina (Galicia)";"";"1";"0";"";"";"2022-12-29 00:00:00.0";"2022-12-29 23:59:00.0";"12:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b43f1d42477c4810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres. Parque de El Retiro";"1";"AVENIDA";"MÉXICO";"4";"RETIRO";"LOS JERÓNIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11854592;"Coser y cantar";"";"1";"0";"";"";"2022-12-10 00:00:00.0";"2022-12-10 23:59:00.0";"12:00";"INFANTIL. Ainhoa Limón, Espectáculo musical de narración y folclore. A través de sus canciones y temas interpretados por instrumentos tradicionales como cucharas, sartenes, dedales, botellas de anís y panaderas, descubriremos la historia del 'Hilo de la memoria'.  Edad recomendada: A partir de 4 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6140683c63a4810VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Cultural el Madroño";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63fd7ba8c0950710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Madroño (Vicálvaro)";"1";"CALLE";"VILLARDONDIEGO";"36";"VICALVARO";"CASCO H.VICALVARO";"28032";"448357";"4472920";"40.405292721436055";"-3.6086161200017157";"/contenido/actividades/Musica";"";
11866382;"Creación de disfraces";"";"1";"0";"";"";"2022-12-30 00:00:00.0";"2022-12-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b9bd48ac22d4810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD";"Centro Cultural Dotacional Integrado Arganzuela";"1";"CALLE";"CANARIAS";"17";"ARGANZUELA";"PALOS DE MOGUER";"28045";"440979";"4472617";"40.40207279862862";"-3.6955325387824014";"/contenido/actividades/FiestasNavidadesReyes";"/usuario/Niños";
11851534;"Creación de fanzines poéticos";"10 euros (más gastos de gestión). Sólo se devolverá el importe de la matrícula en caso de que la organización cancele la actividad.";"0";"0";"";"";"2023-01-07 00:00:00.0";"2023-01-07 23:59:00.0";"11:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=64ae2b718ea84810VgnVCM1000001d4a900aRCRD";"Creación de fanzines poéticos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bae2b718ea84810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"";"";
11820697;"Creatividad digital";"";"0";"1";"L,M,X,J,V,S,D";"";"2022-10-13 00:00:00.0";"2022-12-13 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b81ee21356d3810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CursosTalleres";"/usuario/Jovenes,/usuario/Niños";
11682700;"Criaturas del bosque";"";"1";"0";"";"";"2022-12-10 00:00:00.0";"2022-12-10 23:59:00.0";"11:00";"Taller infantil.  Conoce el mundo secreto de los pequeños mamíferos Horario:  de 11 a 12 horas. Dirigido a: Niños/as de 3 a 6 años. Nº de plazas: 20. Es necesario inscribirse en el CIN Montecarmelo de manera presencial el CIN Montecarmelo, en el teléfono: 917359634 y en el correo electrónico: cinmontecarmelo@yahoo.com";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5274199223da0810VgnVCM2000001f4a900aRCRD";"Actividades. Centro de Interpretación de la Naturaleza Montecarmelo. Octubre";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97fbb1980a322610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f6f3633dcd4f010VgnVCM1000000b205a0aRCRD";"Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo)";"1";"AVENIDA";"SANTUARIO DE VALVERDE";"77";"FUENCARRAL-EL PARDO";"EL GOLOSO";"28049";"441567";"4484969";"40.51337745339972";"-3.6897406722711366";"/contenido/actividades/CursosTalleres";"/usuario/Niños";
11768355;"Cris Blanco 'Grandissima Illusione'";"14 euros";"0";"0";"";"";"2023-01-27 00:00:00.0";"2023-01-27 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=65ffafbfa0423810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/TeatroPerformance";"";
11735862;"CUARENTA? (Mensajes desde el horizonte de sucesos)";"Próximamente más información";"0";"1";"M,X,J,V,S,D";"";"2023-01-11 00:00:00.0";"2023-01-15 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae52265943022810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Familias,/usuario/Mayores";
11825681;"Cuentacuentos en inglés: Immi";"";"1";"0";"";"";"2022-12-12 00:00:00.0";"2022-12-12 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0a676b8d00f3810VgnVCM2000001f4a900aRCRD";"Cuentacuentos en inglés";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b0cf65a96512810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños,/usuario/Familias";
11847168;"Cuentacuentos ñam ñan";"";"1";"0";"";"";"2023-01-27 00:00:00.0";"2023-01-27 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d775cd2ef9574810VgnVCM2000001f4a900aRCRD";"Cuentacuentos ñam ñan";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecdcd2ef9574810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"/usuario/Niños";
11864750;"Cuentacuentos: 'Las lágrimas de la luna'";"";"1";"0";"";"";"2023-01-28 00:00:00.0";"2023-01-28 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b091e3627cdc4810VgnVCM2000001f4a900aRCRD";"Cuentacuentos: 'Las lágrimas de la luna'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7881e3627cdc4810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83e748aaf535e710VgnVCM1000001d4a900aRCRD";"Biblioteca Pública Municipal San Fermín (Usera)";"1,5,6";"AVENIDA";"SAN FERMIN";"10";"USERA";"SAN FERMIN";"28041";"441188";"4469184";"40.3711623444796";"-3.692742821990015";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11852459;"Cuento de Navidad";"";"1";"0";"";"";"2022-12-28 00:00:00.0";"2022-12-28 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c80beee3f994810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Rafael Altamira, antes Palacete Quinta del Berro (Salamanca)";"1,5";"CALLE";"ENRIQUE D'ALMONTE";"1";"SALAMANCA";"FUENTE DEL BERRO";"28028";"443760";"4474815";"40.42206601994432";"-3.662968075865235";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11864365;"Cuento de Navidad";"Entrada: 10 euros general. 8 euros reducida.";"0";"0";"";"";"2022-12-18 00:00:00.0";"2022-12-18 23:59:00.0";"12:00";"Compañía: East End Producciones. Durante la época navideña, todos los hogares se llenan de alegría, amistad, adornos, regalos, comida y un gran sentimiento familiar. Todos los hogares excepto el del viejo y tacaño Scrooge, su casa solo se llena de desprecio a los demás y, sobre todo, a la Navidad.  Pero este año algo distinto ocurrirá. Los espíritus de sus navidades pasadas, presentes y futuras le llevarán en un apasionante viaje para que descubra el verdadero significado de la navidad. Duración: 70 minutos.  Género: Teatro musical familiar navideño.  Recomendado a partir de 10 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50a6f01164dc4810VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Cultural Sanchinarro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e14499c9cbd16710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12eb70618510f210VgnVCM1000000b205a0aRCRD";"Centro Cultural Sanchinarro (Hortaleza)";"1";"CALLE";"PRINCESA DE EBOLI";"29";"HORTALEZA";"VALDEFUENTES";"28050";"444469";"4482391";"40.49035310157377";"-3.655261744717257";"/contenido/actividades/FiestasNavidadesReyes";"";
11866658;"Cuento de Navidad.";"";"1";"0";"";"";"2022-12-27 00:00:00.0";"2022-12-27 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=069a5eaa2a2d4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38ef0a47f441f010VgnVCM2000000c205a0aRCRD";"Junta Municipal del Distrito de Usera";"1";"AVENIDA";"RAFAELA YBARRA";"41";"USERA";"PRADOLONGO";"28026";"439670";"4470445";"40.38241253009179";"-3.7107515747822353";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11737436;"Cuentos danzantes";"30 euros las 3 sesiones (más gastos de gestión). Solo se devolverá el importe de la matrícula en caso de cancelación de la actividad.";"0";"1";"J,D";"";"2022-10-09 00:00:00.0";"2022-12-18 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b93a5f78e932810VgnVCM1000001d4a900aRCRD";"Cuentos danzantes";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54a3a5f78e932810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"";"";
11859097;"Cuentos de papel y tijera - El Cuarto Azul (Madrid)";"";"1";"0";"";"";"2022-12-26 00:00:00.0";"2022-12-26 23:59:00.0";"17:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd2b24ff09db4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11859268;"Cuentos mágicos, Kamishibai - Teatro Los Claveles (Región de Murcia)";"";"1";"0";"";"";"2022-12-27 00:00:00.0";"2022-12-27 23:59:00.0";"12:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4c1c2e23ddb4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres. Parque de El Retiro";"1";"AVENIDA";"MÉXICO";"4";"RETIRO";"LOS JERÓNIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11852475;"Cuentos navideños";"";"1";"0";"";"";"2022-12-30 00:00:00.0";"2022-12-30 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=25d1beee3f994810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Rafael Altamira, antes Palacete Quinta del Berro (Salamanca)";"1,5";"CALLE";"ENRIQUE D'ALMONTE";"1";"SALAMANCA";"FUENTE DEL BERRO";"28028";"443760";"4474815";"40.42206601994432";"-3.662968075865235";"/contenido/actividades/TeatroPerformance";"/usuario/Niños";
11848017;"Cuentos para una noche de Navidad";"";"1";"0";"";"";"2022-12-29 00:00:00.0";"2022-12-29 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2af09c9d9a74810VgnVCM1000001d4a900aRCRD";"Cuentos para una noche de Navidad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=761d09c9d9a74810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Francisco Fatou (Villa de Vallecas)";"1";"CALLE";"MANUEL VELEZ";"10";"VILLA DE VALLECAS";"CASCO H.VALLECAS";"28031";"447107";"4470075";"40.379584618162156";"-3.623110349262379";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11572214;"Curso de relajación para jóvenes hasta 40 años.";"";"1";"1";"J";"";"2022-09-15 00:00:00.0";"2022-12-15 23:59:00.0";"18:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=355abbd57445e710VgnVCM2000001f4a900aRCRD";"Curso de relajación para jóvenes hasta 40 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b64abbd57445e710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/CursosTalleres";"";
11735892;"Daniela Astor y la Caja Negra";"Próximamente más información";"0";"1";"M,X,J,V,S,D";"";"2023-03-09 00:00:00.0";"2023-03-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7023265943022810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Mayores";
11864675;"Danza oriental y Bollywood";"";"1";"0";"";"";"2022-12-17 00:00:00.0";"2022-12-17 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ae5bdfccbdc4810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD";"Centro Cultural Dotacional Integrado Arganzuela";"1";"CALLE";"CANARIAS";"17";"ARGANZUELA";"PALOS DE MOGUER";"28045";"440979";"4472617";"40.40207279862862";"-3.6955325387824014";"/contenido/actividades/DanzaBaile";"";
11864647;"Danza: Flamenco en vivo. A cargo de la compañía de Mario Bueno.";"";"1";"0";"";"";"2022-12-09 00:00:00.0";"2022-12-09 23:59:00.0";"19:00";"Espectáculo de cante (Raúl Jiménez) y de baile flamenco (Mario Bueno) acompañados a la guitarra por 'Antonio el de la Alfonsa', en el que interpretarán diferentes palos del flamenco. Duración: 60 min. Edad recomendada: todos los públicos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d34ae3627cdc4810VgnVCM2000001f4a900aRCRD";"Actividades Centro Cultural José de Espronceda";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a0cadb09d4be710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural José de Espronceda (Tetuán)";"1";"CALLE";"ALMANSA";"9";"TETUAN";"BELLAS VISTAS";"28039";"440258";"4477792";"40.44863106357685";"-3.7045265016586013";"/contenido/actividades/TeatroPerformance";"";
